bigram,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,Total
programme's rehabilitation,0,0,1,0,0,0,0,1
programs including,0,0,0,0,0,0,1,1
programs proponents,0,0,0,0,0,0,1,1
programs real,0,1,0,0,0,0,0,1
progress npr's,0,0,0,0,1,0,0,1
progress raising,0,1,0,0,0,0,0,1
progress report,0,0,0,1,0,0,0,1
progress reports,0,1,0,0,0,0,0,1
progress yeah,0,0,0,1,0,0,0,1
progressive legislation,1,0,0,0,0,0,0,1
progressive trajectory,1,0,0,0,0,0,0,1
progressive watchdog,0,0,0,0,1,0,0,1
project activist,0,1,0,0,0,0,0,1
project altogether,0,0,0,0,0,1,0,1
project application,0,0,0,0,1,0,0,1
project approval,0,0,0,0,0,1,0,1
project called,0,0,0,0,1,0,0,1
project calling,0,0,0,0,0,1,0,1
project developer,0,1,0,0,0,0,0,1
project developers,0,1,0,0,0,0,0,1
project director,1,0,0,0,0,0,0,1
project east,0,0,0,0,1,0,0,1
project grew,0,0,0,1,0,0,0,1
project highlighted,0,1,0,0,0,0,0,1
project lent,0,0,0,0,0,1,0,1
project list,0,0,0,1,0,0,0,1
project psychologists,0,1,0,0,0,0,0,1
project republican,0,0,0,0,0,1,0,1
project research,1,0,0,0,0,0,0,1
project solar,0,0,0,0,1,0,0,1
project suggested,1,0,0,0,0,0,0,1
project sultan,0,0,0,1,0,0,0,1
project supported,0,0,1,0,0,0,0,1
project willow,0,0,0,0,0,1,0,1
project's impact,0,0,0,0,1,0,0,1
projected emissions,0,0,0,0,0,1,0,1
projected pattern,0,0,0,0,0,1,0,1
projections laughlin,0,0,0,1,0,0,0,1
projections lead,0,0,0,0,0,1,0,1
projects abroad,0,1,0,0,0,0,0,1
projects amtrak,1,0,0,0,0,0,0,1
projects christopher,0,0,0,0,0,1,0,1
projects department,0,0,0,0,1,0,0,1
projects exist,0,0,0,1,0,0,0,1
projects feature,0,0,0,0,1,0,0,1
projects global,0,0,0,1,0,0,0,1
projects include,0,0,0,1,0,0,0,1
projects paula,0,0,0,0,0,1,0,1
projects permitted,0,0,0,0,1,0,0,1
projects ruin,0,0,0,0,1,0,0,1
projects san,0,0,0,0,0,1,0,1
projects similar,0,0,0,0,0,1,0,1
projects supercell,0,0,0,0,0,1,0,1
projects tied,1,0,0,0,0,0,0,1
projects yeah,0,0,0,1,0,0,0,1
projects.but oil,0,0,0,1,0,0,0,1
proliferate including,0,1,0,0,0,0,0,1
prolific items,1,0,0,0,0,0,0,1
pröller shouts,0,0,1,0,0,0,0,1
prolonged period,0,0,0,0,1,0,0,1
prominent herald,0,0,1,0,0,0,0,1
prominent hyper,0,0,0,1,0,0,0,1
prominent political,0,0,0,0,0,1,0,1
promises german,0,0,1,0,0,0,0,1
promises global,0,0,0,0,0,1,0,1
promises representatives,0,1,0,0,0,0,0,1
promises tax,0,0,0,0,0,1,0,1
promising advance,0,0,0,0,0,1,0,1
promising climate,0,0,0,0,1,0,0,1
promising life,1,0,0,0,0,0,0,1
promising progress,1,0,0,0,0,0,0,1
promising start,0,0,0,1,0,0,0,1
promising yeah,0,0,0,0,1,0,0,1
promote buckeye,0,0,0,0,1,0,0,1
promote ecological,0,0,1,0,0,0,0,1
promote economic,0,1,0,0,0,0,0,1
promote environmental,0,1,0,0,0,0,0,1
promote renewables,0,0,0,0,1,0,0,1
promoter nic,0,0,0,0,0,1,0,1
promotes conservative,0,0,0,0,1,0,0,1
promotes economic,0,0,0,0,1,0,0,1
promotes energy,0,1,0,0,0,0,0,1
promotes environmentally,0,0,0,1,0,0,0,1
promotes innovation,0,1,0,0,0,0,0,1
promotes renewable,0,0,0,0,1,0,0,1
promoting commercial,0,1,0,0,0,0,0,1
promoting cooperation,0,0,0,0,0,1,0,1
promoting esg,0,0,1,0,0,0,0,1
prompt customer,0,0,1,0,0,0,0,1
prompted alarm,0,0,0,0,0,1,0,1
prompted assurances,0,0,0,0,0,1,0,1
prompting flood,0,0,0,1,0,0,0,1
promptly slid,0,1,0,0,0,0,0,1
prone russian,0,0,0,1,0,0,0,1
prone south,0,1,0,0,0,0,0,1
pronged approach,0,0,0,0,0,1,0,1
proof majority,0,1,0,0,0,0,0,1
properly address,0,0,0,0,0,1,0,1
property forcing,1,0,0,0,0,0,0,1
property owners,1,0,0,0,0,0,0,1
property resubmitted,0,0,0,0,1,0,0,1
property signs,0,0,0,0,1,0,0,1
prophecy mann,0,0,0,1,0,0,0,1
proposal inadequate,0,0,0,1,0,0,0,1
proposal stems,0,0,0,1,0,0,0,1
propose greenhouse,0,0,0,0,0,1,0,1
proposed building,0,0,0,0,1,0,0,1
proposed energy,0,1,0,0,0,0,0,1
proposed facility,0,0,0,1,0,0,0,1
proposed goals,0,0,1,0,0,0,0,1
proposed pausing,0,0,0,0,1,0,0,1
proposed regulating,0,0,0,1,0,0,0,1
proposed regulation,0,1,0,0,0,0,0,1
proposed regulations,0,0,0,0,1,0,0,1
proposed repealing,0,0,0,0,0,0,1,1
proposed rules,0,0,0,0,1,0,0,1
proposed solutions,0,0,0,0,1,0,0,1
proposed website,0,0,1,0,0,0,0,1
proposed willow,0,0,0,0,0,1,0,1
proposed wind,0,0,0,0,1,0,0,1
proprietary information,0,0,0,1,0,0,0,1
proprietor denies,0,0,1,0,0,0,0,1
prosecutor robert,0,0,0,1,0,0,0,1
protect biodiversity,1,0,0,0,0,0,0,1
protect local,0,1,0,0,0,0,0,1
protect polar,0,0,0,0,0,1,0,1
protect rainforests,0,0,0,0,0,0,1,1
protect today's,0,1,0,0,0,0,0,1
protect unesco's,0,1,0,0,0,0,0,1
protect wetlands,0,0,0,0,0,1,0,1
protected include,0,0,0,0,0,1,0,1
protected land,0,0,1,0,0,0,0,1
protected resources,0,0,0,0,1,0,0,1
protecting aquatic,0,0,0,0,0,1,0,1
protecting biodiversity,0,0,1,0,0,0,0,1
protecting future,0,0,0,1,0,0,0,1
protecting lives,0,1,0,0,0,0,0,1
protecting marine,0,0,0,0,1,0,0,1
protecting oceans,0,1,0,0,0,0,0,1
protection ministry,0,1,0,0,0,0,0,1
protection paradoxically,0,1,0,0,0,0,0,1
protection promises,0,0,1,0,0,0,0,1
protectionist act,0,0,0,0,0,1,0,1
protections lee,0,0,1,0,0,0,0,1
protections played,0,1,0,0,0,0,0,1
protections u.s,1,0,0,0,0,0,0,1
protective levels,0,0,0,1,0,0,0,1
protein fix,0,0,1,0,0,0,0,1
proteins carbohydrates,0,1,0,0,0,0,0,1
proteins climate,0,1,0,0,0,0,0,1
proteins fats,0,1,0,0,0,0,0,1
protest johnsen,0,0,1,0,0,0,0,1
protest mary,0,0,0,0,0,1,0,1
protest people,0,1,0,0,0,0,0,1
protest policy,0,0,0,0,0,1,0,1
protest.past global,0,1,0,0,0,0,0,1
protesters flocked,0,0,0,0,0,1,0,1
protesters killing,0,0,0,1,0,0,0,1
protesters sat,0,0,0,0,0,1,0,1
protests happened,0,0,0,0,0,1,0,1
protests similar,0,0,0,0,0,1,0,1
protim barua,0,0,0,0,0,1,0,1
prototypes obtained,0,0,1,0,0,0,0,1
proud nationalist,0,0,0,0,0,1,0,1
proudly promote,0,0,0,0,1,0,0,1
proven resilient,1,0,0,0,0,0,0,1
proverbial stopping,1,0,0,0,0,0,0,1
provide basic,0,0,0,1,0,0,0,1
provide checks,1,0,0,0,0,0,0,1
provide chilled,1,0,0,0,0,0,0,1
provide citizens,0,0,0,1,0,0,0,1
provide critical,0,0,1,0,0,0,0,1
provide crucial,0,0,0,0,0,1,0,1
provide culinary,0,1,0,0,0,0,0,1
provide developing,0,1,0,0,0,0,0,1
provide disaster,0,1,0,0,0,0,0,1
provide free,0,1,0,0,0,0,0,1
provide incentives,0,1,0,0,0,0,0,1
provide information,0,1,0,0,0,0,0,1
provide lifesaving,0,0,0,0,0,1,0,1
provide low,0,0,0,0,1,0,0,1
provide money,0,1,0,0,0,0,0,1
provide names,1,0,0,0,0,0,0,1
provide permanent,1,0,0,0,0,0,0,1
provide perspective,0,0,0,0,1,0,0,1
provide potable,0,0,0,0,0,1,0,1
provide pretty,0,0,0,1,0,0,0,1
provide public,0,0,0,0,1,0,0,1
provide redundancy,0,1,0,0,0,0,0,1
provide resilience,0,1,0,0,0,0,0,1
provide security,0,0,0,0,1,0,0,1
provide shelter,0,1,0,0,0,0,0,1
provide shuttle,0,0,0,0,0,1,0,1
provide subsidized,1,0,0,0,0,0,0,1
provide sustenance,0,0,0,0,0,1,0,1
provide temperatures,0,0,0,0,1,0,0,1
provide training,0,1,0,0,0,0,0,1
provide valuable,0,0,0,0,1,0,0,1
provide vast,0,1,0,0,0,0,0,1
provide vehicle,0,0,0,0,1,0,0,1
provided key,0,0,0,0,0,1,0,1
provided training,0,1,0,0,0,0,0,1
provider vicinity,1,0,0,0,0,0,0,1
providing benefits,0,0,0,0,0,1,0,1
providing communities,0,1,0,0,0,0,0,1
providing incentives,1,0,0,0,0,0,0,1
providing key,0,0,0,1,0,0,0,1
providing money,0,0,0,1,0,0,0,1
providing transportation,0,1,0,0,0,0,0,1
province glaciers,0,1,0,0,0,0,0,1
province monday,1,0,0,0,0,0,0,1
provinces officials,1,0,0,0,0,0,0,1
provinces saturday,1,0,0,0,0,0,0,1
provincial government,0,0,0,0,0,1,0,1
provincial governments,0,0,0,0,0,1,0,1
provincial governors,1,0,0,0,0,0,0,1
provincial health,1,0,0,0,0,0,0,1
proving complicated,0,1,0,0,0,0,0,1
provoke moscow,0,0,0,1,0,0,0,1
psychological consequences,1,0,0,0,0,0,0,1
psychology professor,0,0,0,1,0,0,0,1
psychotic episodes,0,0,0,0,1,0,0,1
pt people,0,0,0,0,1,0,0,1
public action,0,0,0,1,0,0,0,1
public actions,0,1,0,0,0,0,0,1
public acts,0,0,1,0,0,0,0,1
public agriculture,0,0,0,1,0,0,0,1
public appearances,1,0,0,0,0,0,0,1
public attention,0,0,0,0,0,0,1,1
public bears,0,0,1,0,0,0,0,1
public bidding,1,0,0,0,0,0,0,1
public broadcasting's,0,0,0,0,1,0,0,1
public charging,0,0,0,1,0,0,0,1
public comment,1,0,0,0,0,0,0,1
public confidence,0,0,0,1,0,0,0,1
public consciousness,0,0,0,0,0,1,0,1
public counsel,0,0,0,0,1,0,0,1
public discussion,0,0,0,1,0,0,0,1
public education,0,0,0,0,1,0,0,1
public environmental,0,0,1,0,0,0,0,1
public event,0,0,0,1,0,0,0,1
public eye,0,1,0,0,0,0,0,1
public finance,0,1,0,0,0,0,0,1
public fire,0,0,1,0,0,0,0,1
public funding,0,0,0,1,0,0,0,1
public funds,0,1,0,0,0,0,0,1
public governance,1,0,0,0,0,0,0,1
public hearing,0,0,0,0,1,0,0,1
public informed,0,0,0,0,1,0,0,1
public infrastructure,0,1,0,0,0,0,0,1
public land,0,0,0,0,0,1,0,1
public official,0,0,1,0,0,0,0,1
public outreach,0,0,0,0,1,0,0,1
public pension,0,0,1,0,0,0,0,1
public perception,0,0,1,0,0,0,0,1
public policy,0,0,0,0,0,1,0,1
public power,0,0,0,1,0,0,0,1
public pressure,0,0,0,0,1,0,0,1
public reports,0,0,0,1,0,0,0,1
public research,0,0,0,1,0,0,0,1
public sector,0,1,0,0,0,0,0,1
public sectors,0,0,0,0,0,1,0,1
public sentiment,0,0,1,0,0,0,0,1
public spaces,1,0,0,0,0,0,0,1
public stock,0,1,0,0,0,0,0,1
public utility,0,0,0,0,1,0,0,1
public water,0,1,0,0,0,0,0,1
public weather,0,1,0,0,0,0,0,1
public's activism,0,1,0,0,0,0,0,1
public's attention,0,1,0,0,0,0,0,1
public's calls,0,0,0,1,0,0,0,1
public's imagination,0,0,0,0,0,1,0,1
public's role,0,0,1,0,0,0,0,1
publication coincides,0,0,0,0,0,1,0,1
publication joshua,1,0,0,0,0,0,0,1
publicity stunt,0,0,1,0,0,0,0,1
publicly promote,0,0,1,0,0,0,0,1
publicly report,0,1,0,0,0,0,0,1
publicly stated,0,0,0,0,0,1,0,1
publicly traded,0,0,0,0,0,0,1,1
publish papers,0,0,0,0,0,1,0,1
publish progress,0,1,0,0,0,0,0,1
published earlier,0,0,0,1,0,0,0,1
publisher brian,0,0,1,0,0,0,0,1
puddle puddles,0,0,0,1,0,0,0,1
puddles lesley,0,0,0,1,0,0,0,1
puffy jacket,0,0,0,0,1,0,0,1
puffy lavender,0,0,0,1,0,0,0,1
pull black,0,0,0,0,0,1,0,1
pulley executive,0,0,0,0,1,0,0,1
pulmonary disease,0,0,0,1,0,0,0,1
pulsed light,0,0,0,1,0,0,0,1
pulses grains,0,1,0,0,0,0,0,1
pummeled california,0,0,0,1,0,0,0,1
pummeling california,0,0,0,0,0,1,0,1
pump installers,0,0,0,0,0,0,1,1
pump kircher,0,0,0,0,0,0,1,1
pump nutrients,0,1,0,0,0,0,0,1
pump owner,0,0,0,0,0,1,0,1
pump questions,0,0,0,0,0,0,1,1
pump removes,0,0,0,0,1,0,0,1
pump systems,0,0,0,0,0,0,1,1
pump water,0,1,0,0,0,0,0,1
pumped hydro,0,1,0,0,0,0,0,1
pumping money,1,0,0,0,0,0,0,1
pumping station,0,0,0,1,0,0,0,1
pumpkin eating,0,1,0,0,0,0,0,1
pumpkin puree,0,1,0,0,0,0,0,1
pumpkin soup,0,1,0,0,0,0,0,1
pumpkin spice,1,0,0,0,0,0,0,1
pumpkins gourds,0,1,0,0,0,0,0,1
pumpkins produce,0,1,0,0,0,0,0,1
pumps approximately,0,0,0,0,0,1,0,1
pumps bought,0,0,0,0,0,0,1,1
pumps heating,0,0,0,0,0,1,0,1
pumps kevin,0,0,0,0,0,1,0,1
pumps move,0,0,0,0,0,0,1,1
pumps nadel,0,0,0,0,0,0,1,1
pumps overtook,0,0,0,0,0,1,0,1
pumps shut,1,0,0,0,0,0,0,1
pumps sold,0,0,0,0,0,0,1,1
pumps virginia,1,0,0,0,0,0,0,1
punching bag,0,0,0,0,0,1,0,1
pundit noor,0,0,0,0,0,1,0,1
pungent odor,0,0,0,0,1,0,0,1
punished bp,0,0,0,0,1,0,0,1
punishing parade,0,0,0,1,0,0,0,1
punishing smog,0,1,0,0,0,0,0,1
punk metal,0,1,0,0,0,0,0,1
purchase generators,0,0,0,0,1,0,0,1
purchase price,1,0,0,0,0,0,0,1
pure electric,0,0,0,0,1,0,0,1
purify brackish,0,0,0,0,0,1,0,1
purple circle,0,0,0,1,0,0,0,1
purposes creating,0,1,0,0,0,0,0,1
pursuing deals,0,0,0,0,1,0,0,1
pursuits considers,0,1,0,0,0,0,0,1
push called,0,1,0,0,0,0,0,1
push citizens,0,0,0,0,0,1,0,1
push eastward,0,1,0,0,0,0,0,1
push leaves,1,0,0,0,0,0,0,1
push northwards,0,0,0,0,0,0,1,1
push notification,0,0,0,0,0,1,0,1
push ongoing,0,1,0,0,0,0,0,1
push politicians,0,0,0,1,0,0,0,1
push reforms,1,0,0,0,0,0,0,1
pushback frequently,0,0,0,0,1,0,0,1
pushed denver,0,1,0,0,0,0,0,1
pushed issues,0,0,0,0,1,0,0,1
pushed temperatures,0,0,0,0,1,0,0,1
pushes cool,0,0,1,0,0,0,0,1
pushing eventually,0,0,0,0,0,0,1,1
pushing hard,0,0,0,1,0,0,0,1
pushing past,0,0,0,1,0,0,0,1
pushing prices,1,0,0,0,0,0,0,1
puskar ap,0,0,0,1,0,0,0,1
puskar gene,0,0,0,1,0,0,0,1
putra adhiguna,0,0,0,0,1,0,0,1
puttered past,1,0,0,0,0,0,0,1
putting city,0,1,0,0,0,0,0,1
putting climate,0,0,0,0,0,0,1,1
putting decision,0,0,0,0,1,0,0,1
putting greenhouse,0,0,1,0,0,0,0,1
putting loss,0,1,0,0,0,0,0,1
putting money,0,0,1,0,0,0,0,1
putting people's,0,0,1,0,0,0,0,1
putting plastic,0,0,1,0,0,0,0,1
putting pressure,0,0,0,0,0,1,0,1
pyrenees argentina's,0,1,0,0,0,0,0,1
pyrra technologies,0,0,0,0,0,1,0,1
qadri ap,0,0,0,0,0,1,0,1
qaida courier,0,0,0,0,1,0,0,1
qaim charity,1,0,0,0,0,0,0,1
qataliña schaeffer,0,0,1,0,0,0,0,1
qatar note,0,0,0,1,0,0,0,1
qing wearing,0,0,0,1,0,0,0,1
quadruple wind,0,1,0,0,0,0,0,1
quality control,0,0,0,1,0,0,0,1
quality financing,1,0,0,0,0,0,0,1
quality globally,0,0,0,0,0,1,0,1
quality logs,1,0,0,0,0,0,0,1
quality material,1,0,0,0,0,0,0,1
quality medium,0,0,1,0,0,0,0,1
quality products,1,0,0,0,0,0,0,1
quality projects,0,1,0,0,0,0,0,1
quality thickness,0,0,1,0,0,0,0,1
quality underground,0,0,0,0,1,0,0,1
quality water,0,1,0,0,0,0,0,1
quantifiable verifiable,0,1,0,0,0,0,0,1
quantitative ecologist,0,0,1,0,0,0,0,1
quarter focus,0,0,0,0,0,0,1,1
quarter million,0,0,0,0,1,0,0,1
quarterly earnings,0,0,0,1,0,0,0,1
quarters makes,0,1,0,0,0,0,0,1
quasi extinct,1,0,0,0,0,0,0,1
quaternary science,1,0,0,0,0,0,0,1
quebec michael,0,1,0,0,0,0,0,1
queen bees,0,0,0,1,0,0,0,1
queen intersectional,1,0,0,0,0,0,0,1
queensland authorities,0,1,0,0,0,0,0,1
queer people,1,0,0,0,0,0,0,1
queer person,0,1,0,0,0,0,0,1
question email,0,0,0,1,0,0,0,1
question grass,0,0,0,1,0,0,0,1
question looms,0,1,0,0,0,0,0,1
question people,0,1,0,0,0,0,0,1
questionable carbon,0,1,0,0,0,0,0,1
questionable coverage,0,0,1,0,0,0,0,1
questions esg,0,0,1,0,0,0,0,1
questions including,0,0,0,0,1,0,0,1
questions johnson,0,0,0,0,1,0,0,1
questions people,0,1,0,0,0,0,0,1
quick emptying,0,0,0,1,0,0,0,1
quick hitting,0,0,0,0,1,0,0,1
quick payoff,0,0,0,1,0,0,0,1
quicker sultan,0,0,0,0,0,1,0,1
quickly adopting,0,0,0,0,0,1,0,1
quickly begin,0,0,0,1,0,0,0,1
quickly broke,0,0,0,0,0,1,0,1
quickly called,0,0,0,1,0,0,0,1
quickly climb,1,0,0,0,0,0,0,1
quickly dismantled,1,0,0,0,0,0,0,1
quickly established,1,0,0,0,0,0,0,1
quickly expel,0,1,0,0,0,0,0,1
quickly ice,0,1,0,0,0,0,0,1
quickly identify,0,1,0,0,0,0,0,1
quickly pivot,0,0,0,0,0,1,0,1
quickly provide,0,1,0,0,0,0,0,1
quickly realized,0,1,0,0,0,0,0,1
quickly replied,0,1,0,0,0,0,0,1
quickly rich,0,1,0,0,0,0,0,1
quickly thick,1,0,0,0,0,0,0,1
quickly timmermans,0,1,0,0,0,0,0,1
quiet beauty,0,0,0,1,0,0,0,1
quietly lightning,0,0,0,0,1,0,0,1
quietly sought,0,0,1,0,0,0,0,1
quietly warned,0,1,0,0,0,0,0,1
quit matrix,0,0,1,0,0,0,0,1
quote brutal,0,0,0,1,0,0,0,1
quote collective,0,1,0,0,0,0,0,1
quote global,0,1,0,0,0,0,0,1
quote natural,0,0,0,0,1,0,0,1
quote unquote,0,0,1,0,0,0,0,1
quote war,0,1,0,0,0,0,0,1
quoted al,0,0,0,1,0,0,0,1
qureshi afp,0,1,0,0,0,0,0,1
race ethnicity,0,0,0,0,1,0,0,1
raced sunday,0,0,0,0,0,0,1,1
rachel milam,0,0,0,0,0,0,1,1
rachel pearl,0,0,0,0,1,0,0,1
rachel treisman,0,1,0,0,0,0,0,1
rachmat kaimuddin,0,0,0,0,1,0,0,1
racial justice,0,0,0,0,1,0,0,1
racist claim,1,0,0,0,0,0,0,1
racketeering lawsuit,0,0,0,1,0,0,0,1
radar computers,0,1,0,0,0,0,0,1
radar foote's,0,0,0,0,0,1,0,1
radar upgrades,0,1,0,0,0,0,0,1
radhika fox,0,0,0,1,0,0,0,1
radiating outward,1,0,0,0,0,0,0,1
radiative forcing,1,0,0,0,0,0,0,1
radical environmentalist,0,0,1,0,0,0,0,1
radical expectations,0,1,0,0,0,0,0,1
radical position,0,0,0,0,1,0,0,1
radically reinvent,0,0,0,0,1,0,0,1
radio brian,0,0,0,1,0,0,0,1
radio hide,0,0,0,1,0,0,0,1
radio reporter,0,0,0,0,1,0,0,1
radio reports,1,0,0,0,0,0,0,1
radio version,0,1,0,0,0,0,0,1
radio's lucy,0,0,0,0,1,0,0,1
radio's mara,0,0,0,1,0,0,0,1
radio's rachel,0,0,0,0,1,0,0,1
radio's sam,0,1,0,0,0,0,0,1
raedle getty,0,0,0,0,0,1,0,1
rafts operated,0,1,0,0,0,0,0,1
raging pyrotechnics,0,0,1,0,0,0,0,1
raging waters,0,1,0,0,0,0,0,1
rai pope,0,1,0,0,0,0,0,1
railing children,1,0,0,0,0,0,0,1
railroad commission,0,0,0,0,1,0,0,1
rain causing,0,0,0,1,0,0,0,1
rain coming,0,0,0,0,0,1,0,1
rain dropped,0,0,0,0,1,0,0,1
rain drought,0,1,0,0,0,0,0,1
rain due,0,0,0,1,0,0,0,1
rain engorging,0,0,0,0,1,0,0,1
rain expected,0,0,0,0,0,1,0,1
rain fall,0,0,0,1,0,0,0,1
rain falling,0,1,0,0,0,0,0,1
rain fell,0,0,0,1,0,0,0,1
rain finally,0,0,0,0,0,1,0,1
rain flash,1,0,0,0,0,0,0,1
rain floodwaters,0,1,0,0,0,0,0,1
rain forecast,0,0,0,0,0,1,0,1
rain heads,0,0,0,1,0,0,0,1
rain melted,0,0,0,0,0,1,0,1
rain rates,0,0,0,0,1,0,0,1
rain sea,0,1,0,0,0,0,0,1
rain situation,0,0,0,0,0,1,0,1
rain started,0,0,0,0,0,0,1,1
rain taking,0,0,0,1,0,0,0,1
rain waters,0,0,0,1,0,0,0,1
rain wind,0,0,0,1,0,0,0,1
rain's coming,0,0,0,1,0,0,0,1
raindrops simply,1,0,0,0,0,0,0,1
rainfall california,0,0,0,1,0,0,0,1
rainfall countries,1,0,0,0,0,0,0,1
rainfall due,1,0,0,0,0,0,0,1
rainfall dumped,1,0,0,0,0,0,0,1
rainfall increased,1,0,0,0,0,0,0,1
rainfall info,0,0,0,1,0,0,0,1
rainfall intensity,1,0,0,0,0,0,0,1
rainfall kenneth,0,0,0,1,0,0,0,1
rainfall means,0,1,0,0,0,0,0,1
rainfall overwhelmed,1,0,0,0,0,0,0,1
rainfall patterns,1,0,0,0,0,0,0,1
rainfall record,1,0,0,0,0,0,0,1
rainforest action,0,0,0,0,0,0,1,1
rainforest spanning,0,0,0,0,0,0,1,1
rainforest trees,0,1,0,0,0,0,0,1
rains arrive,0,0,0,0,0,1,0,1
rains doshi,0,1,0,0,0,0,0,1
rains drowned,0,0,0,0,0,1,0,1
rains falter,1,0,0,0,0,0,0,1
rains hit,0,0,0,1,0,0,0,1
rains justin,0,0,0,1,0,0,0,1
rains moving,0,0,0,1,0,0,0,1
rains pummeled,0,0,0,1,0,0,0,1
rains set,1,0,0,0,0,0,0,1
rains subsided,1,0,0,0,0,0,0,1
rains trees,0,0,0,0,0,0,1,1
rainstorms pummeling,0,0,0,0,0,1,0,1
rainwater exceeded,0,0,0,1,0,0,0,1
rainwater harvesting,0,0,0,0,0,1,0,1
rainwater mabbutt's,0,1,0,0,0,0,0,1
raise alarm,0,0,0,0,1,0,0,1
raise animals,0,0,0,0,0,1,0,1
raise cattle,0,0,0,0,1,0,0,1
raise chickens,0,1,0,0,0,0,0,1
raise chicks,1,0,0,0,0,0,0,1
raise energy,0,1,0,0,0,0,0,1
raise livestock,0,1,0,0,0,0,0,1
raise rates,0,0,0,0,0,1,0,1
raised chris,0,1,0,0,0,0,0,1
raised energy,0,1,0,0,0,0,0,1
raised eyebrows,0,1,0,0,0,0,0,1
raised houses,0,0,0,0,0,1,0,1
raised millions,0,0,0,1,0,0,0,1
raised oysters,0,0,0,0,0,0,1,1
raised repeatedly,0,1,0,0,0,0,0,1
raised significantly,0,1,0,0,0,0,0,1
raises issues,0,0,1,0,0,0,0,1
raises questions,1,0,0,0,0,0,0,1
raises water,0,0,0,0,1,0,0,1
raising ambition,0,1,0,0,0,0,0,1
raising cattle,0,0,0,0,1,0,0,1
raising event,0,0,0,0,1,0,0,1
raising livestock,0,1,0,0,0,0,0,1
raising money,0,1,0,0,0,0,0,1
raising prices,0,0,0,0,0,1,0,1
raising public,0,0,0,0,0,0,1,1
raising questions,0,0,0,0,1,0,0,1
raising sea,0,1,0,0,0,0,0,1
raj panjabi,0,0,0,0,1,0,0,1
raking leaves,0,0,1,0,0,0,0,1
raleigh county,1,0,0,0,0,0,0,1
rally american,0,1,0,0,0,0,0,1
ralston declined,0,0,0,0,1,0,0,1
ralston founded,0,0,0,0,1,0,0,1
ralston launched,0,0,0,0,1,0,0,1
ralston reportedly,0,0,0,0,1,0,0,1
ralston served,0,0,0,0,1,0,0,1
ralston spoke,0,0,0,0,1,0,0,1
ralston started,0,0,0,0,1,0,0,1
ralston tapped,0,0,0,0,1,0,0,1
ralston's advice,0,0,0,0,1,0,0,1
ralston's consulting,0,0,0,0,1,0,0,1
ralston's firm,0,0,0,0,1,0,0,1
ralston's growing,0,0,0,0,1,0,0,1
ralston's message,0,0,0,0,1,0,0,1
ralston's website,0,0,0,0,1,0,0,1
ramos leads,0,0,0,0,1,0,0,1
rampant deforestation,0,1,0,0,0,0,0,1
ramsden senior,1,0,0,0,0,0,0,1
ran headlong,1,0,0,0,0,0,0,1
ran hundreds,0,0,0,0,0,1,0,1
ran segments,0,0,0,1,0,0,0,1
ranch house,0,0,0,0,1,0,0,1
rancher john,0,0,0,0,1,0,0,1
ranching business,0,0,0,0,1,0,0,1
ranching community,0,0,0,0,0,0,1,1
ranching methods,0,0,1,0,0,0,0,1
rancid smell,0,0,0,1,0,0,0,1
randall director,0,0,0,0,1,0,0,1
randy chamness,0,1,0,0,0,0,0,1
randy parkinson,1,0,0,0,0,0,0,1
randy sullivan,0,0,0,0,1,0,0,1
rane network,0,0,0,1,0,0,0,1
raney produced,0,1,0,0,0,0,0,1
range america,0,0,0,0,0,1,0,1
range anxiety,0,0,0,0,1,0,0,1
range hood,0,0,0,1,0,0,0,1
range influence,1,0,0,0,0,0,0,1
range makers,0,0,0,0,1,0,0,1
range simi,0,0,1,0,0,0,0,1
range victor,0,0,0,0,0,1,0,1
ranges aham,0,0,0,0,1,0,0,1
ranges snow,0,0,0,1,0,0,0,1
ranked tv,0,0,1,0,0,0,0,1
rapid change,0,0,0,0,1,0,0,1
rapid decarbonization,0,0,0,1,0,0,0,1
rapid increase,0,0,0,0,0,1,0,1
rapid migrations,0,1,0,0,0,0,0,1
rapid reduction,0,1,0,0,0,0,0,1
rapid rises,0,0,0,1,0,0,0,1
rapid transition,0,0,0,0,1,0,0,1
rapidly accelerating,0,0,0,1,0,0,0,1
rapidly beneath,1,0,0,0,0,0,0,1
rapidly closing,0,0,0,0,0,1,0,1
rapidly destabilize,0,1,0,0,0,0,0,1
rapidly developing,0,1,0,0,0,0,0,1
rapidly drying,0,1,0,0,0,0,0,1
rapidly expanding,0,0,0,0,0,1,0,1
rapidly intensify,0,1,0,0,0,0,0,1
rapidly millions,0,1,0,0,0,0,0,1
rapidly phase,0,0,0,1,0,0,0,1
rapidly plan,0,0,1,0,0,0,0,1
rapidly result,0,1,0,0,0,0,0,1
rapidly shifting,0,1,0,0,0,0,0,1
rapidly swelled,1,0,0,0,0,0,0,1
rapids contributed,1,0,0,0,0,0,0,1
rapper named,0,1,0,0,0,0,0,1
rare blizzard,0,0,0,0,1,0,0,1
rare boat,0,1,0,0,0,0,0,1
rare documents,0,1,0,0,0,0,0,1
rare jon,0,1,0,0,0,0,0,1
rare languages,0,0,0,1,0,0,0,1
rare tornadoes,0,0,0,0,0,1,0,1
rare yeah,0,0,0,1,0,0,0,1
